UserId,AppId,Recommendations,PlaytimeForever,Playtime2Weeks,MetacriticScore,FinalPrice,Publishers,Developers,Categories
ID76561198036337204,App204960,354,67,0,0,99,[UTV Ignition Entertainment],[Golgoth Studio],2-1-9-24-22-18-23-15-25-
ID76561198036337204,App223470,31843,0,0,59,999,[Running With Scissors],[Running With Scissors],2-22-28-29-30-23-17-
ID76561198036337204,App226120,102,0,0,79,499,[Digital Eel],[Digital Eel],2-
ID76561198036337204,App224420,102,0,0,79,499,[Digital Eel],[Digital Eel],2-
ID76561198036337204,App105000,906,0,0,72,999,[Daedalic Entertainment],[Daedalic Entertainment],2-22-
ID76561198036337204,App212700,0,0,0,0,599,[Crankshaft Games],[Crankshaft Games],2-9-24-22-28-29-23-25-
ID76561198036337204,App209950,431,436,0,0,999,[Spry Fox LLC],[Spry Fox LLC],2-29-
ID76561198036337204,App201790,9081,54,0,83,1499,[Robot Entertainment],[Robot Entertainment],2-9-22-28-29-23-25-
ID76561198036337204,App227580,1345,255,0,67,499,[EightyEightGames],[EightyEightGames],2-22-29-
ID76561198036337204,App65800,7002,5950,0,81,1499,[Trendy Entertainment],[Trendy Entertainment],2-1-9-24-22-28-30-23-8-25-
ID76561198036337204,App226700,17615,0,0,0,0,[OP Productions LLC],[OP Productions LLC],1-20-
ID76561198036337204,App211280,172,0,0,0,999,[DnS Development],[DnS Development],2-9-22-18-23-25-
ID76561198036337204,App35720,11422,1031,0,84,1999,[Frozenbyte],[Frozenbyte],2-1-9-24-27-22-28-29-30-23-17-
ID76561198036337204,App215710,207,0,0,73,999,[Subatomic Studios LLC],[Subatomic Studios LLC],2-
ID76561198036337204,App220440,9093,274,0,85,749,[Capcom],[Ninja Theory],2-22-28-29-23-25-
ID76561198036337204,App219890,9315,10,0,82,1999,[Demruth],[Alexander Bruce],2-29-
ID76561198036337204,App47410,182,0,0,75,0,[FireFly Studios],[FireFly Studios],36-20-38-27-29-
ID76561198036337204,App200210,232,380,0,82,0,[Deca Games],[Wild Shadow Studios Deca Games],1-20-9-27-22-15-
ID76561198036337204,App218230,691,267,0,84,0,[Daybreak Game Company],[Daybreak Game Company],1-20-29-
ID76561198036337204,App238260,0,24,0,0,0,[FarSight Studios],[FarSight Studios],2-1-22-29-18-
ID76561198036337204,App238960,1157,286,0,86,0,[Grinding Gear Games],[Grinding Gear Games],2-1-36-20-9-22-29-35-
ID76561198036337204,App272350,1157,794,0,86,0,[Grinding Gear Games],[Grinding Gear Games],2-1-36-20-9-22-29-35-
ID76561198036337204,App31500,1157,0,0,86,0,[Grinding Gear Games],[Grinding Gear Games],2-1-36-20-9-22-29-35-
ID76561198036337204,App39120,816,1319,0,84,0,[Trion Worlds],[Trion Worlds],1-36-20-9-38-29-35-
ID76561198036337204,App218470,816,250,0,84,0,[Trion Worlds],[Trion Worlds],1-36-20-9-38-29-35-
ID76561198036337204,App262410,259,25,0,0,0,[Noble Empire Corp.],[Noble Empire Corp.],2-22-29-30-35-
ID76561198036337204,App271290,259,0,0,0,0,[Noble Empire Corp.],[Noble Empire Corp.],2-22-29-30-35-
ID76561198036337204,App286100,0,0,0,0,0,[Minor Key Games],[Minor Key Games],2-22-28-23-15-
ID76561198036337204,App245550,0,358,0,0,0,[Minor Key Games],[Minor Key Games],2-22-28-23-15-
ID76561198036337204,App343450,0,0,0,0,0,[Minor Key Games],[Minor Key Games],2-22-28-23-15-
ID76561198036337204,App204240,2526,2,0,74,999,[The Quantum Astrophysicists Guild],[Ty Taylor and Mario Castañeda The Quantum Astrophysicists Guild],2-22-28-29-23-
ID76561198036337204,App225260,7082,0,0,80,1499,[Double Fine Productions],[Double Fine Productions],2-1-22-28-29-23-
ID76561198036337204,App218060,1459,0,0,85,1499,[Gaijin Games],[Gaijin Games],2-28-29-23-
ID76561198036337204,App203160,76102,778,0,86,1999,[Square Enix Feral Interactive (Mac) Feral Interactive (Linux)],[Crystal Dynamics Eidos-Montréal Feral Interactive (Mac) Feral Interactive (Linux)],2-1-22-28-29-23-
ID76561198036337204,App207000,0,0,0,0,999,[Kalypso Media Digital],[Enigma SP],2-22-28-23-25-
ID76561198036337204,App225420,950,0,0,72,1999,[Paradox Interactive],[Colossal Order Ltd.],2-1-9-27-22-29-30-
ID76561198036337204,App234490,284,0,0,0,999,[Digital Tribe],[XYLA Entertainment],2-1-24-27-22-28-29-23-25-
ID76561198036337204,App233450,28013,45,0,83,2999,[Paradox Interactive],[Introversion Software],2-22-29-30-23-17-
ID76561198036337204,App227080,974,0,0,70,1499,[Minority Media],[Minority Media Inc.],2-22-28-23-
ID76561198036337204,App234370,0,1,0,59,999,[Arcen Games LLC],[Arcen Games LLC],2-24-18-17-
ID76561198036337204,App230050,4936,119,0,0,299,[Going Loud Studios],[Going Loud Studios],2-22-29-25-
ID76561198036337204,App233470,4073,90,0,61,999,[Shiro Games],[Shiro Games],2-22-28-
ID76561198036337204,App44350,6934,0,0,80,2999,[Codemasters Feral Interactive (Mac)],[Codemasters Racing Feral Interactive (Mac)],2-1-22-28-29-23-8-25-
ID76561198036337204,App210770,6533,36,0,77,1499,[Coffee Stain Publishing],[Coffee Stain Studios],2-1-9-22-28-29-23-25-
ID76561198036337204,App113020,3427,32,0,83,1499,[Pocketwatch Games],[Pocketwatch Games],2-1-9-24-27-22-28-29-30-23-25-17-
ID76561198036337204,App233720,11107,0,0,71,999,[Bossa Studios],[Bossa Studios],2-22-29-23-
ID76561198036337204,App230820,1468,0,0,75,199,[Daedalic Entertainment],[Daedalic Entertainment],2-22-29-23-
ID76561198036337204,App224760,7799,61,0,91,999,[Trapdoor],[Polytron Corporation],2-22-28-23-25-
ID76561198036337204,App234940,309,0,0,0,499,[The Secret Experiment],[The Story Mechanics],2-22-29-
ID76561198036337204,App234710,4459,0,0,75,0,[Telltale Games],[Telltale Games],2-28-
ID76561198036337204,App234190,1888,0,0,0,499,[Wolfire Games],[Wolfire Games],2-
ID76561198036337204,App238210,3593,0,0,92,999,[Nightdive Studios],[Irrational Games Looking Glass Studios],2-9-29-
ID76561198036337204,App222730,3542,171,0,75,999,[Abbey Games],[Abbey Games],2-22-29-
ID76561198036337204,App10680,7172,0,0,68,1499,[SEGA],[Rebellion],2-1-9-22-23-15-25-
ID76561198036337204,App209540,1128,17,0,66,1999,[Born Ready Games],[Born Ready Games Ltd.],2-22-28-29-31-30-18-23-25-17-
ID76561198036337204,App234160,450,0,0,66,699,[Born Ready Games],[Born Ready Games Ltd.],2-22-28-29-23-25-
ID76561198036337204,App238890,159,0,0,64,499,[Arcen Games LLC],[Arcen Games LLC],2-1-9-27-22-29-
ID76561198036337204,App206190,8004,0,0,83,999,[Suspicious Developments],[Suspicious Developments],2-22-29-13-23-17-
ID76561198036337204,App231740,1456,0,0,0,999,[Paradox Interactive],[Behold Studios],2-22-29-
ID76561198036337204,App72850,155266,1082,0,94,1999,[Bethesda Softworks],[Bethesda Game Studios],2-22-29-30-18-23-
ID76561198036337204,App233980,3976,0,0,68,1299,[@unepic_fran],[@unepic_fran],2-1-9-22-29-18-23-17-
ID76561198036337204,App226740,737,155,0,0,999,[Radial Games Corp],[Radial Games Corp Dejobaan Games LLC],2-22-28-29-13-
ID76561198036337204,App242760,100507,1899,0,83,1999,[Endnight Games Ltd],[Endnight Games Ltd],2-1-9-18-23-
ID76561198036337204,App242780,259,0,0,0,1499,[Phoenix Online Publishing],[Phoenix Online Studios],2-22-29-13-23-
ID76561198036337204,App242820,1528,80,0,80,499,[Carlsen Games],[Carlsen Games],2-22-28-29-23-
ID76561198036337204,App242920,23784,623,0,0,1999,[Shining Rock Software LLC],[Shining Rock Software LLC],2-22-
ID76561198036337204,App233250,23784,0,0,0,1999,[Shining Rock Software LLC],[Shining Rock Software LLC],2-22-
ID76561198036337204,App243120,2277,0,0,0,499,[Blackpowder Games],[Blackpowder Games],2-22-29-18-
ID76561198036337204,App228960,317,0,0,72,999,[17-BIT],[17-BIT],2-1-36-37-22-28-29-13-23-25-14-
ID76561198036337204,App242110,0,0,0,82,1499,[Hello Games],[Hello Games],2-24-22-28-29-30-23-25-17-
ID76561198036337204,App216290,125,0,0,72,499,[Smudged Cat Games Ltd],[Smudged Cat Games Ltd],2-22-28-
ID76561198036337204,App201420,492,6,0,0,1499,[Two Tribes],[Two Tribes],2-22-28-29-30-23-17-
ID76561198036337204,App237530,492,0,0,0,1499,[Two Tribes],[Two Tribes],2-22-28-29-30-23-17-
ID76561198036337204,App244810,421,13,0,69,1499,[Devolver Digital],[Mediatonic The Irregular Corporation],2-9-24-22-28-29-23-
ID76561198036337204,App245150,461,0,0,66,999,[],[Orthogonal Games],2-29-23-
ID76561198036337204,App241320,321,0,0,67,999,[Ludosity],[Ludosity],2-22-29-18-23-25-
ID76561198036337204,App91310,321,0,0,67,999,[Ludosity],[Ludosity],2-22-29-18-23-25-
ID76561198036337204,App216250,321,0,0,67,999,[Ludosity],[Ludosity],2-22-29-18-23-25-
ID76561198036337204,App246300,318,0,0,0,999,[Matthew C Cohen],[],2-29-18-
ID76561198036337204,App246420,3785,34,0,0,999,[Ironhide Game Studio],[Ironhide Game Studio],2-22-29-23-
ID76561198036337204,App234390,777,0,0,78,1299,[Paradox Interactive],[Test3 Projects],2-22-28-29-23-
ID76561198036337204,App246740,0,0,0,0,899,[ShadowShifters],[ShadowShifters],2-
ID76561198036337204,App246900,5347,193,0,0,1299,[RuneStorm],[RuneStorm],2-1-9-24-22-28-29-30-23-17-
ID76561198036337204,App255520,1511,0,0,0,0,[Devolver Digital],[RuneStorm],2-1-9-24-22-28-23-
ID76561198036337204,App265210,3108,0,0,0,249,[RuneStorm],[RuneStorm],2-1-9-24-22-28-23-
